answer	path	n
today	[('soare', '02100', 21), ('liman', '00020', 2), ('aahed', '10001', 1), ('today', '22222', 1)]	4
focus	[('soare', '12000', 15), ('fubsy', '21010', 1), ('focus', '22222', 1)]	3
smelt	[('soare', '20001', 35), ('clipt', '01002', 1), ('smelt', '22222', 1)]	3
tease	[('soare', '10202', 7), ('leuch', '02000', 1), ('tease', '22222', 1)]	3
cater	[('soare', '00111', 61), ('talar', '12002', 4), ('cahow', '22000', 1), ('cater', '22222', 1)]	4
movie	[('soare', '02002', 10), ('pugil', '00020', 1), ('movie', '22222', 1)]	3
lynch	[('soare', '00000', 183), ('clint', '11010', 2), ('abaya', '00010', 1), ('lynch', '22222', 1)]	4
saute	[('soare', '20102', 3), ('ablet', '10011', 1), ('saute', '22222', 1)]	3
allow	[('soare', '01100', 44), ('cloot', '02020', 2), ('abaya', '20000', 1), ('allow', '22222', 1)]	4
renew	[('soare', '00011', 117), ('direr', '00120', 11), ('pence', '02201', 1), ('renew', '22222', 1)]	4
their	[('soare', '00011', 117), ('direr', '01012', 1), ('their', '22222', 1)]	3
slosh	[('soare', '21000', 37), ('cloot', '02200', 1), ('slosh', '22222', 1)]	3
purge	[('soare', '00012', 39), ('pudic', '22000', 2), ('aahed', '00010', 1), ('purge', '22222', 1)]	4
chest	[('soare', '10001', 19), ('uneth', '00211', 1), ('chest', '22222', 1)]	3
depot	[('soare', '01001', 25), ('lento', '02011', 2), ('abaft', '00002', 1), ('depot', '22222', 1)]	4
epoxy	[('soare', '01001', 25), ('lento', '01001', 2), ('aahed', '00010', 1), ('epoxy', '22222', 1)]	4
nymph	[('soare', '00000', 183), ('clint', '00010', 3), ('aargh', '00002', 1), ('nymph', '22222', 1)]	4
found	[('soare', '02000', 87), ('culty', '01000', 8), ('bumph', '01000', 2), ('abaft', '00010', 1), ('found', '22222', 1)]	5
shall	[('soare', '20200', 41), ('thilk', '02020', 1), ('shall', '22222', 1)]	3
harry	[('soare', '00120', 11), ('machi', '02010', 1), ('harry', '22222', 1)]	3
stove	[('soare', '21002', 12), ('knelt', '00101', 2), ('aarti', '00010', 1), ('stove', '22222', 1)]	4
lowly	[('soare', '02000', 87), ('culty', '00102', 6), ('adown', '00110', 1), ('lowly', '22222', 1)]	4
snout	[('soare', '21000', 37), ('cloot', '00202', 4), ('ethne', '01010', 1), ('snout', '22222', 1)]	4
trope	[('soare', '01012', 14), ('pownd', '11000', 2), ('aargh', '00100', 1), ('trope', '22222', 1)]	4
fewer	[('soare', '00011', 117), ('direr', '00022', 21), ('butyl', '00000', 5), ('avens', '00100', 1), ('fewer', '22222', 1)]	5
shawl	[('soare', '20200', 41), ('thilk', '02010', 1), ('shawl', '22222', 1)]	3
natal	[('soare', '00100', 138), ('clint', '01011', 1), ('natal', '22222', 1)]	3
fibre	[('soare', '00022', 4), ('abets', '01100', 1), ('fibre', '22222', 1)]	3
comma	[('soare', '02100', 21), ('liman', '00210', 1), ('comma', '22222', 1)]	3
foray	[('soare', '02110', 8), ('malty', '01002', 1), ('foray', '22222', 1)]	3
scare	[('soare', '20222', 5), ('chapt', '10200', 1), ('scare', '22222', 1)]	3
stair	[('soare', '20210', 1), ('stair', '22222', 1)]	2
black	[('soare', '00200', 40), ('clink', '12002', 2), ('abaca', '01220', 1), ('black', '22222', 1)]	4
squad	[('soare', '20100', 19), ('dault', '11200', 1), ('squad', '22222', 1)]	3
royal	[('soare', '02110', 8), ('malty', '01101', 1), ('royal', '22222', 1)]	3
chunk	[('soare', '00000', 183), ('clint', '20020', 1), ('chunk', '22222', 1)]	3
mince	[('soare', '00002', 79), ('guilt', '00100', 6), ('enmew', '11100', 1), ('mince', '22222', 1)]	4
slave	[('soare', '20202', 19), ('thilk', '00010', 1), ('slave', '22222', 1)]	3
shame	[('soare', '20202', 19), ('thilk', '02000', 4), ('amped', '11010', 1), ('shame', '22222', 1)]	4
cheek	[('soare', '00001', 120), ('denet', '01020', 5), ('acerb', '01200', 1), ('cheek', '22222', 1)]	4
ample	[('soare', '00102', 40), ('gault', '01020', 4), ('abamp', '20011', 1), ('ample', '22222', 1)]	4
flair	[('soare', '00210', 40), ('clint', '02100', 1), ('flair', '22222', 1)]	3
foyer	[('soare', '02011', 22), ('rewth', '11000', 9), ('clonk', '00100', 3), ('abaft', '00010', 1), ('foyer', '22222', 1)]	5
cargo	[('soare', '01110', 27), ('maron', '02210', 1), ('cargo', '22222', 1)]	3
oxide	[('soare', '01002', 20), ('pling', '00200', 1), ('oxide', '22222', 1)]	3
plant	[('soare', '00200', 40), ('clink', '02020', 3), ('abaft', '00202', 1), ('plant', '22222', 1)]	4
olive	[('soare', '01002', 20), ('pling', '02200', 1), ('olive', '22222', 1)]	3
inert	[('soare', '00021', 14), ('feted', '01100', 1), ('inert', '22222', 1)]	3
askew	[('soare', '10101', 5), ('ajwan', '20100', 1), ('askew', '22222', 1)]	3
heist	[('soare', '10001', 19), ('uneth', '00111', 1), ('heist', '22222', 1)]	3
shown	[('soare', '21000', 37), ('cloot', '00200', 4), ('adhan', '00102', 1), ('shown', '22222', 1)]	4
zesty	[('soare', '10001', 19), ('uneth', '00120', 2), ('abuzz', '00010', 1), ('zesty', '22222', 1)]	4
hasty	[('soare', '10100', 23), ('linty', '00022', 3), ('aheap', '11000', 1), ('hasty', '22222', 1)]	4
trash	[('soare', '10210', 7), ('bachs', '01011', 1), ('trash', '22222', 1)]	3
fella	[('soare', '00101', 68), ('canal', '01001', 4), ('aahed', '10010', 1), ('fella', '22222', 1)]	4
larva	[('soare', '00110', 42), ('riyal', '10011', 1), ('larva', '22222', 1)]	3
forgo	[('soare', '02010', 26), ('cyton', '00010', 5), ('abmho', '00002', 1), ('forgo', '22222', 1)]	4
story	[('soare', '21020', 10), ('nicht', '00001', 3), ('abysm', '00110', 1), ('story', '22222', 1)]	4
hairy	[('soare', '00120', 11), ('machi', '02011', 1), ('hairy', '22222', 1)]	3
train	[('soare', '00210', 40), ('clint', '00111', 1), ('train', '22222', 1)]	3
homer	[('soare', '02011', 22), ('rewth', '11001', 2), ('abamp', '00010', 1), ('homer', '22222', 1)]	4
badge	[('soare', '00102', 40), ('gault', '12000', 2), ('aahed', '02011', 1), ('badge', '22222', 1)]	4
midst	[('soare', '10000', 33), ('hists', '02110', 2), ('aahed', '00001', 1), ('midst', '22222', 1)]	4
canny	[('soare', '00100', 138), ('clint', '20020', 1), ('canny', '22222', 1)]	3
fetus	[('soare', '10001', 19), ('uneth', '10110', 1), ('fetus', '22222', 1)]	3
butch	[('soare', '00000', 183), ('clint', '10001', 3), ('aband', '01000', 1), ('butch', '22222', 1)]	4
farce	[('soare', '00112', 7), ('barca', '02220', 1), ('farce', '22222', 1)]	3
slung	[('soare', '20000', 63), ('thilk', '00010', 2), ('aargh', '00010', 1), ('slung', '22222', 1)]	4
tipsy	[('soare', '10000', 33), ('hists', '02110', 2), ('aahed', '00000', 1), ('tipsy', '22222', 1)]	4
metal	[('soare', '00101', 68), ('canal', '00022', 8), ('dempt', '02101', 1), ('metal', '22222', 1)]	4
yield	[('soare', '00001', 120), ('denet', '11000', 4), ('alway', '01001', 1), ('yield', '22222', 1)]	4
delve	[('soare', '00002', 79), ('guilt', '00010', 2), ('aahed', '00011', 1), ('delve', '22222', 1)]	4
being	[('soare', '00001', 120), ('denet', '02100', 6), ('abrin', '01011', 1), ('being', '22222', 1)]	4
scour	[('soare', '21010', 1), ('scour', '22222', 1)]	2
glass	[('soare', '10200', 14), ('chals', '00212', 1), ('glass', '22222', 1)]	3
gamer	[('soare', '00111', 61), ('talar', '02002', 15), ('pigmy', '00110', 1), ('gamer', '22222', 1)]	4
scrap	[('soare', '20110', 8), ('cuppy', '10100', 1), ('scrap', '22222', 1)]	3
money	[('soare', '02001', 26), ('meynt', '21110', 1), ('money', '22222', 1)]	3
hinge	[('soare', '00002', 79), ('guilt', '10100', 3), ('aahed', '00110', 1), ('hinge', '22222', 1)]	4
album	[('soare', '00100', 138), ('clint', '02000', 3), ('aahed', '20000', 1), ('album', '22222', 1)]	4
vouch	[('soare', '02000', 87), ('culty', '11000', 2), ('abamp', '00000', 1), ('vouch', '22222', 1)]	4
asset	[('soare', '10101', 5), ('ajwan', '20000', 1), ('asset', '22222', 1)]	3
tiara	[('soare', '00220', 13), ('dhuti', '00011', 1), ('tiara', '22222', 1)]	3
crept	[('soare', '00011', 117), ('direr', '00110', 8), ('becke', '01100', 1), ('crept', '22222', 1)]	4
bayou	[('soare', '01100', 44), ('cloot', '00020', 5), ('aboon', '11020', 1), ('bayou', '22222', 1)]	4
atoll	[('soare', '01100', 44), ('cloot', '01201', 1), ('atoll', '22222', 1)]	3
manor	[('soare', '01110', 27), ('maron', '22121', 1), ('manor', '22222', 1)]	3
creak	[('soare', '00111', 61), ('talar', '00021', 11), ('becke', '01110', 1), ('creak', '22222', 1)]	4
showy	[('soare', '21000', 37), ('cloot', '00200', 4), ('adhan', '00100', 1), ('showy', '22222', 1)]	4
phase	[('soare', '10202', 7), ('leuch', '01001', 1), ('phase', '22222', 1)]	3
froth	[('soare', '01010', 59), ('cutin', '00100', 6), ('ablow', '00010', 1), ('froth', '22222', 1)]	4
depth	[('soare', '00001', 120), ('denet', '22001', 2), ('aahed', '00111', 1), ('depth', '22222', 1)]	4
gloom	[('soare', '01000', 56), ('clint', '02000', 4), ('abamp', '00010', 1), ('gloom', '22222', 1)]	4
flood	[('soare', '01000', 56), ('clint', '02000', 4), ('abamp', '00000', 1), ('flood', '22222', 1)]	4
trait	[('soare', '00210', 40), ('clint', '00102', 1), ('trait', '22222', 1)]	3
girth	[('soare', '00010', 57), ('glint', '20101', 1), ('girth', '22222', 1)]	3
piety	[('soare', '00001', 120), ('denet', '01001', 3), ('aalii', '00010', 1), ('piety', '22222', 1)]	4
payer	[('soare', '00111', 61), ('talar', '02002', 15), ('pigmy', '20001', 1), ('payer', '22222', 1)]	4
goose	[('soare', '12002', 11), ('pilum', '00000', 2), ('aargh', '00010', 1), ('goose', '22222', 1)]	4
float	[('soare', '01100', 44), ('cloot', '02202', 4), ('abaft', '10012', 1), ('float', '22222', 1)]	4
donor	[('soare', '02010', 26), ('cyton', '00021', 2), ('aahed', '00001', 1), ('donor', '22222', 1)]	4
atone	[('soare', '01102', 8), ('bundt', '00101', 1), ('atone', '22222', 1)]	3
primo	[('soare', '01010', 59), ('cutin', '00010', 4), ('airer', '01100', 1), ('primo', '22222', 1)]	4
apron	[('soare', '01110', 27), ('maron', '01222', 1), ('apron', '22222', 1)]	3
blown	[('soare', '01000', 56), ('clint', '02010', 2), ('abaca', '01000', 1), ('blown', '22222', 1)]	4
cacao	[('soare', '01100', 44), ('cloot', '20100', 1), ('cacao', '22222', 1)]	3
loser	[('soare', '12011', 2), ('aalii', '00100', 1), ('loser', '22222', 1)]	3
input	[('soare', '00000', 183), ('clint', '00112', 3), ('adsum', '00020', 1), ('input', '22222', 1)]	4
gloat	[('soare', '01100', 44), ('cloot', '02202', 4), ('abaft', '10002', 1), ('gloat', '22222', 1)]	4
awful	[('soare', '00100', 138), ('clint', '01000', 12), ('dampy', '01000', 1), ('awful', '22222', 1)]	4
brink	[('soare', '00010', 57), ('glint', '00220', 3), ('abaka', '01010', 1), ('brink', '22222', 1)]	4
smite	[('soare', '20002', 23), ('pling', '00200', 3), ('abuts', '00021', 1), ('smite', '22222', 1)]	4
beady	[('soare', '00201', 21), ('depth', '12000', 1), ('beady', '22222', 1)]	3
rusty	[('soare', '10010', 16), ('cruft', '01101', 1), ('rusty', '22222', 1)]	3
retro	[('soare', '01021', 3), ('abeam', '00100', 1), ('retro', '22222', 1)]	3
droll	[('soare', '01010', 59), ('cutin', '00000', 12), ('gloop', '01200', 1), ('droll', '22222', 1)]	4
gawky	[('soare', '00100', 138), ('clint', '00000', 15), ('midgy', '00012', 1), ('gawky', '22222', 1)]	4
hutch	[('soare', '00000', 183), ('clint', '10001', 3), ('aband', '00000', 1), ('hutch', '22222', 1)]	4
pinto	[('soare', '01000', 56), ('clint', '00111', 1), ('pinto', '22222', 1)]	3
gaily	[('soare', '00100', 138), ('clint', '01200', 3), ('aahed', '02000', 1), ('gaily', '22222', 1)]	4
egret	[('soare', '00011', 117), ('direr', '00220', 3), ('aargh', '00210', 1), ('egret', '22222', 1)]	4
lilac	[('soare', '00100', 138), ('clint', '11100', 1), ('lilac', '22222', 1)]	3
sever	[('soare', '20011', 13), ('newie', '02001', 1), ('sever', '22222', 1)]	3
field	[('soare', '00001', 120), ('denet', '11000', 4), ('alway', '01000', 1), ('field', '22222', 1)]	4
fluff	[('soare', '00000', 183), ('clint', '02000', 5), ('abamp', '00000', 1), ('fluff', '22222', 1)]	4
hydro	[('soare', '01020', 8), ('acidy', '00011', 1), ('hydro', '22222', 1)]	3
flack	[('soare', '00200', 40), ('clink', '12002', 2), ('abaca', '00220', 1), ('flack', '22222', 1)]	4
agape	[('soare', '00202', 28), ('glitz', '10000', 2), ('aahed', '21010', 1), ('agape', '22222', 1)]	4
wench	[('soare', '00001', 120), ('denet', '02200', 3), ('abaca', '00020', 1), ('wench', '22222', 1)]	4
voice	[('soare', '02002', 10), ('pugil', '00010', 1), ('voice', '22222', 1)]	3
stead	[('soare', '20101', 9), ('knelt', '00201', 2), ('aahed', '10012', 1), ('stead', '22222', 1)]	4
stalk	[('soare', '20200', 41), ('thilk', '10022', 1), ('stalk', '22222', 1)]	3
berth	[('soare', '00011', 117), ('direr', '00210', 5), ('becap', '22000', 1), ('berth', '22222', 1)]	4
madam	[('soare', '00100', 138), ('clint', '00000', 15), ('midgy', '20200', 1), ('madam', '22222', 1)]	4
night	[('soare', '00000', 183), ('clint', '00112', 3), ('adsum', '00000', 1), ('night', '22222', 1)]	4
bland	[('soare', '00200', 40), ('clink', '02020', 3), ('abaft', '01200', 1), ('bland', '22222', 1)]	4
liver	[('soare', '00011', 117), ('direr', '02022', 13), ('flong', '01000', 1), ('liver', '22222', 1)]	4
wedge	[('soare', '00002', 79), ('guilt', '10000', 2), ('aahed', '00011', 1), ('wedge', '22222', 1)]	4
augur	[('soare', '00110', 42), ('riyal', '10010', 4), ('abaka', '20000', 1), ('augur', '22222', 1)]	4
roomy	[('soare', '02010', 26), ('cyton', '01010', 3), ('abram', '00101', 1), ('roomy', '22222', 1)]	4
wacky	[('soare', '00100', 138), ('clint', '10000', 2), ('aahed', '02000', 1), ('wacky', '22222', 1)]	4
flock	[('soare', '01000', 56), ('clint', '12000', 2), ('abaca', '00020', 1), ('flock', '22222', 1)]	4
angry	[('soare', '00120', 11), ('machi', '01000', 2), ('aahed', '20000', 1), ('angry', '22222', 1)]	4
bobby	[('soare', '02000', 87), ('culty', '00002', 15), ('geode', '00100', 3), ('abash', '01000', 1), ('bobby', '22222', 1)]	5
trite	[('soare', '00012', 39), ('pudic', '00010', 7), ('timbo', '21000', 1), ('trite', '22222', 1)]	4
aphid	[('soare', '00100', 138), ('clint', '00100', 6), ('aahed', '20202', 1), ('aphid', '22222', 1)]	4
tryst	[('soare', '10010', 16), ('cruft', '02002', 2), ('aalii', '00000', 1), ('tryst', '22222', 1)]	4
midge	[('soare', '00002', 79), ('guilt', '10100', 3), ('aahed', '00011', 1), ('midge', '22222', 1)]	4
power	[('soare', '02011', 22), ('rewth', '11200', 4), ('ampul', '00100', 1), ('power', '22222', 1)]	4
elope	[('soare', '01002', 20), ('pling', '12000', 1), ('elope', '22222', 1)]	3
cinch	[('soare', '00000', 183), ('clint', '20110', 3), ('abmho', '00010', 1), ('cinch', '22222', 1)]	4
motto	[('soare', '02000', 87), ('culty', '00020', 4), ('abmho', '00102', 1), ('motto', '22222', 1)]	4
stomp	[('soare', '21000', 37), ('cloot', '00201', 2), ('abamp', '00022', 1), ('stomp', '22222', 1)]	4
upset	[('soare', '10001', 19), ('uneth', '20110', 1), ('upset', '22222', 1)]	3
bluff	[('soare', '00000', 183), ('clint', '02000', 5), ('abamp', '01000', 1), ('bluff', '22222', 1)]	4
cramp	[('soare', '00210', 40), ('clint', '20000', 3), ('abysm', '10001', 1), ('cramp', '22222', 1)]	4
quart	[('soare', '00220', 13), ('dhuti', '00110', 1), ('quart', '22222', 1)]	3
coyly	[('soare', '02000', 87), ('culty', '20102', 1), ('coyly', '22222', 1)]	3
youth	[('soare', '02000', 87), ('culty', '01021', 1), ('youth', '22222', 1)]	3
rhyme	[('soare', '00012', 39), ('pudic', '00000', 6), ('bevvy', '01001', 1), ('rhyme', '22222', 1)]	4
buggy	[('soare', '00000', 183), ('clint', '00000', 15), ('gimpy', '10002', 1), ('buggy', '22222', 1)]	4
alien	[('soare', '00101', 68), ('canal', '01101', 1), ('alien', '22222', 1)]	3
smear	[('soare', '20111', 6), ('enmew', '10100', 1), ('smear', '22222', 1)]	3
unfit	[('soare', '00000', 183), ('clint', '00112', 3), ('adsum', '00010', 1), ('unfit', '22222', 1)]	4
patty	[('soare', '00100', 138), ('clint', '00001', 7), ('flubs', '00000', 2), ('abamp', '10001', 1), ('patty', '22222', 1)]	5
cling	[('soare', '00000', 183), ('clint', '22220', 2), ('aargh', '00010', 1), ('cling', '22222', 1)]	4
glean	[('soare', '00101', 68), ('canal', '00121', 1), ('glean', '22222', 1)]	3
label	[('soare', '00101', 68), ('canal', '02002', 5), ('baghs', '12000', 1), ('label', '22222', 1)]	4
hunky	[('soare', '00000', 183), ('clint', '00010', 3), ('aargh', '00001', 1), ('hunky', '22222', 1)]	4
khaki	[('soare', '00200', 40), ('clink', '00101', 1), ('khaki', '22222', 1)]	3
poker	[('soare', '02011', 22), ('rewth', '11000', 9), ('clonk', '00101', 2), ('abamp', '00001', 1), ('poker', '22222', 1)]	5
gruel	[('soare', '00011', 117), ('direr', '00120', 11), ('pence', '01000', 1), ('gruel', '22222', 1)]	4
twice	[('soare', '00002', 79), ('guilt', '00201', 3), ('aceta', '01110', 1), ('twice', '22222', 1)]	4
twang	[('soare', '00200', 40), ('clink', '00020', 1), ('twang', '22222', 1)]	3
shrug	[('soare', '20010', 9), ('butch', '01001', 1), ('shrug', '22222', 1)]	3
treat	[('soare', '00111', 61), ('talar', '20021', 2), ('aahed', '10010', 1), ('treat', '22222', 1)]	4
unlit	[('soare', '00000', 183), ('clint', '01112', 1), ('unlit', '22222', 1)]	3
waste	[('soare', '10102', 15), ('thump', '10000', 3), ('abaca', '10000', 1), ('waste', '22222', 1)]	4
merit	[('soare', '00011', 117), ('direr', '01210', 2), ('aalii', '00020', 1), ('merit', '22222', 1)]	4
woven	[('soare', '02001', 26), ('meynt', '01010', 5), ('navew', '10221', 1), ('woven', '22222', 1)]	4
octal	[('soare', '01100', 44), ('cloot', '11101', 1), ('octal', '22222', 1)]	3
needy	[('soare', '00001', 120), ('denet', '12110', 1), ('needy', '22222', 1)]	3
clown	[('soare', '01000', 56), ('clint', '22010', 1), ('clown', '22222', 1)]	3
widow	[('soare', '01000', 56), ('clint', '00100', 3), ('aahed', '00001', 1), ('widow', '22222', 1)]	4
irony	[('soare', '01010', 59), ('cutin', '00011', 3), ('abmho', '00001', 1), ('irony', '22222', 1)]	4
ruder	[('soare', '00011', 117), ('direr', '10122', 1), ('ruder', '22222', 1)]	3
gauze	[('soare', '00102', 40), ('gault', '22200', 2), ('aargh', '02010', 1), ('gauze', '22222', 1)]	4
chief	[('soare', '00001', 120), ('denet', '00020', 5), ('abamp', '00000', 1), ('chief', '22222', 1)]	4
onset	[('soare', '11001', 3), ('aahed', '00020', 1), ('onset', '22222', 1)]	3
prize	[('soare', '00012', 39), ('pudic', '20010', 2), ('abamp', '00001', 1), ('prize', '22222', 1)]	4
fungi	[('soare', '00000', 183), ('clint', '00110', 8), ('dampy', '00000', 1), ('fungi', '22222', 1)]	4
charm	[('soare', '00220', 13), ('dhuti', '02000', 2), ('abaca', '00210', 1), ('charm', '22222', 1)]	4
gully	[('soare', '00000', 183), ('clint', '01000', 8), ('bigly', '00122', 1), ('gully', '22222', 1)]	4
inter	[('soare', '00011', 117), ('direr', '01022', 5), ('aleft', '00101', 1), ('inter', '22222', 1)]	4
whoop	[('soare', '01000', 56), ('clint', '00000', 4), ('agism', '00000', 1), ('whoop', '22222', 1)]	4
taunt	[('soare', '00100', 138), ('clint', '00022', 6), ('tavah', '22000', 1), ('taunt', '22222', 1)]	4
leery	[('soare', '00021', 14), ('feted', '02010', 1), ('leery', '22222', 1)]	3
class	[('soare', '10200', 14), ('chals', '20212', 1), ('class', '22222', 1)]	3
theme	[('soare', '00002', 79), ('guilt', '00001', 3), ('abcee', '00012', 1), ('theme', '22222', 1)]	4
lofty	[('soare', '02000', 87), ('culty', '00122', 1), ('lofty', '22222', 1)]	3
tibia	[('soare', '00100', 138), ('clint', '00101', 1), ('tibia', '22222', 1)]	3
booze	[('soare', '02002', 10), ('pugil', '00000', 1), ('booze', '22222', 1)]	3
alpha	[('soare', '00100', 138), ('clint', '02000', 3), ('aahed', '21100', 1), ('alpha', '22222', 1)]	4
thyme	[('soare', '00002', 79), ('guilt', '00001', 3), ('abcee', '00002', 1), ('thyme', '22222', 1)]	4
eclat	[('soare', '00101', 68), ('canal', '10021', 1), ('eclat', '22222', 1)]	3
doubt	[('soare', '02000', 87), ('culty', '01010', 4), ('aband', '01001', 1), ('doubt', '22222', 1)]	4
parer	[('soare', '00111', 61), ('talar', '02002', 15), ('pigmy', '20000', 2), ('aargh', '02200', 1), ('parer', '22222', 1)]	5
chute	[('soare', '00002', 79), ('guilt', '01001', 2), ('aahed', '00110', 1), ('chute', '22222', 1)]	4
stick	[('soare', '20000', 63), ('thilk', '10202', 2), ('abaca', '00020', 1), ('stick', '22222', 1)]	4
trice	[('soare', '00012', 39), ('pudic', '00011', 2), ('aarti', '00111', 1), ('trice', '22222', 1)]	4
alike	[('soare', '00102', 40), ('gault', '01010', 2), ('abaka', '20020', 1), ('alike', '22222', 1)]	4
sooth	[('soare', '22000', 7), ('atony', '01200', 1), ('sooth', '22222', 1)]	3
recap	[('soare', '00111', 61), ('talar', '00021', 11), ('becke', '02200', 1), ('recap', '22222', 1)]	4
